"url","normalized_url","clicks","impressions","ctr","position","page_type","primary_cluster","priority","recommended_action","notes"
"https://www.alefotografo.com.br/blog/7-lugares-incriveis-para-tirar-fotos-profissionais-em-sao-paulo","https://www.alefotografo.com.br/blog/7-lugares-incriveis-para-tirar-fotos-profissionais-em-sao-paulo","204","15862","1.29%","7.56","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/blog/7-dicas-para-voce-nunca-mais-errar-na-aparencia-ao-tirar-fotos-profissionais","https://www.alefotografo.com.br/blog/7-dicas-para-voce-nunca-mais-errar-na-aparencia-ao-tirar-fotos-profissionais","197","34111","0.58%","6.36","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/blog/7-erros-que-voce-deve-evitar-na-foto-de-perfil-no-linkedin","https://www.alefotografo.com.br/blog/7-erros-que-voce-deve-evitar-na-foto-de-perfil-no-linkedin","191","80419","0.24%","1.96","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/blog/decifrando-o-dress-code-masculino","https://www.alefotografo.com.br/blog/decifrando-o-dress-code-masculino","144","97568","0.15%","3","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/foto-impressa-na-hora","https://www.alefotografo.com.br/fotografo-corporativo/foto-impressa-na-hora","138","6724","2.05%","7.53","MONEY","totem-foto","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/blog/jpeg-ou-png-vantagens-e-desvantagens-dos-dois-formatos-de-imagens","https://www.alefotografo.com.br/blog/jpeg-ou-png-vantagens-e-desvantagens-dos-dois-formatos-de-imagens","113","87917","0.13%","6.93","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/blog/food-styling-7-dicas-de-fotos-de-comida-para-voce-turbinar-suas-vendas","https://www.alefotografo.com.br/blog/food-styling-7-dicas-de-fotos-de-comida-para-voce-turbinar-suas-vendas","105","29642","0.35%","2.43","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/fotografia-para-escritorios-de-advocacia","https://www.alefotografo.com.br/fotografo-corporativo/fotografia-para-escritorios-de-advocacia","103","12850","0.8%","4.72","MONEY","advocacia","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/fotografo-de-eventos-corporativos","https://www.alefotografo.com.br/fotografo-corporativo/fotografo-de-eventos-corporativos","102","5492","1.86%","3","MONEY","eventos","P3","P3: monitorar","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/fotos-profissionais-para-medicos","https://www.alefotografo.com.br/fotografo-corporativo/fotos-profissionais-para-medicos","100","9021","1.11%","3.94","MONEY","saude","P3","P3: monitorar","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/ensaio-feminino","https://www.alefotografo.com.br/fotografo-corporativo/ensaio-feminino","81","19937","0.41%","3.63","MONEY","fotografo-corporativo","P3","P3: monitorar","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/fotografia-corporativa-em-sao-paulo","https://www.alefotografo.com.br/fotografo-corporativo/fotografia-corporativa-em-sao-paulo","76","6469","1.17%","6","MONEY","fotografo-corporativo","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/blog/adobe-lightroom-como-tratar-fotos-de-maneira-profissional","https://www.alefotografo.com.br/blog/adobe-lightroom-como-tratar-fotos-de-maneira-profissional","62","11132","0.56%","9.96","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/ensaio-fotografico-para-redes-sociais","https://www.alefotografo.com.br/fotografo-corporativo/ensaio-fotografico-para-redes-sociais","62","3975","1.56%","5.5","MONEY","fotografo-corporativo","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/ensaio-fotografico-para-dentistas","https://www.alefotografo.com.br/fotografo-corporativo/ensaio-fotografico-para-dentistas","59","4016","1.47%","5.46","MONEY","saude","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/blog/saiba-quais-sao-os-melhores-de-postagem-nas-redes-sociais","https://www.alefotografo.com.br/blog/saiba-quais-sao-os-melhores-de-postagem-nas-redes-sociais","57","88617","0.06%","8.2","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/blog/a-sua-foto-de-perfil-pode-representar-mais-do-que-voce-imagina","https://www.alefotografo.com.br/blog/a-sua-foto-de-perfil-pode-representar-mais-do-que-voce-imagina","47","21108","0.22%","7.5","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/retratos-de-medicas","https://www.alefotografo.com.br/fotografo-corporativo/retratos-de-medicas","47","1450","3.24%","1","MONEY","saude","P3","P3: monitorar","dados apex+www somados"
"https://www.alefotografo.com.br/blog/fotografia-em-preto-e-branco-como-tirar-fotos-lindas","https://www.alefotografo.com.br/blog/fotografia-em-preto-e-branco-como-tirar-fotos-lindas","44","17853","0.25%","4.6","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/blog/posicionamento-e-reposicionamento-de-imagem-voce-sabe-qual-a-diferenca","https://www.alefotografo.com.br/blog/posicionamento-e-reposicionamento-de-imagem-voce-sabe-qual-a-diferenca","29","9408","0.31%","5.92","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/blog/como-explorar-a-foto-de-capa-do-seu-perfil-no-linkedin","https://www.alefotografo.com.br/blog/como-explorar-a-foto-de-capa-do-seu-perfil-no-linkedin","28","8344","0.34%","8.55","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/retrato-corporativo","https://www.alefotografo.com.br/fotografo-corporativo/retrato-corporativo","26","3235","0.8%","5.33","MONEY","retrato-executivo","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/blog/posicionamento-de-imagem-profissional-o-que-e-e-como-aplicar","https://www.alefotografo.com.br/blog/posicionamento-de-imagem-profissional-o-que-e-e-como-aplicar","25","3295","0.76%","5.38","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/categoria/foto-para-linkedin","https://www.alefotografo.com.br/fotografo-corporativo/categoria/foto-para-linkedin","19","1826","1.04%","4.33","MONEY","linkedin","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/blog/engenharia-de-cardapio-7-tecnicas-incriveis-para-aumentar-suas-vendas","https://www.alefotografo.com.br/blog/engenharia-de-cardapio-7-tecnicas-incriveis-para-aumentar-suas-vendas","18","1611","1.12%","7.2","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/video-institucional-rocha-queiroz-advogados","https://www.alefotografo.com.br/videos-para-empresas/video-institucional-rocha-queiroz-advogados","17","3591","0.47%","9.19","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/fotos-para-clinicas-medicas","https://www.alefotografo.com.br/fotografo-corporativo/fotos-para-clinicas-medicas","17","3119","0.55%","1","MONEY","saude","P3","P3: monitorar","dados apex+www somados"
"https://www.alefotografo.com.br/blog/fotos-de-comida-tudo-o-que-voce-precisa-saber-para-tornar-pratos-visivelmente-atraentes","https://www.alefotografo.com.br/blog/fotos-de-comida-tudo-o-que-voce-precisa-saber-para-tornar-pratos-visivelmente-atraentes","17","2933","0.58%","10.49","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/fotografo-feiras-stands","https://www.alefotografo.com.br/fotografo-corporativo/fotografo-feiras-stands","17","1342","1.27%","1","MONEY","feiras-stands","P3","P3: monitorar","dados apex+www somados"
"https://www.alefotografo.com.br/blog/youtube-live-como-fazer-uma-transmissao-ao-vivo-e-divulgar-sua-empresa","https://www.alefotografo.com.br/blog/youtube-live-como-fazer-uma-transmissao-ao-vivo-e-divulgar-sua-empresa","16","3632","0.44%","7.94","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/loja/pacote-ouro-10-retratos-profissionais-construcao-de-imagem-profissional","https://www.alefotografo.com.br/loja/pacote-ouro-10-retratos-profissionais-construcao-de-imagem-profissional","15","1946","0.77%","17.75","LEGACY","retrato-executivo","P3","INDEX CONVERGENCE (redirect ativo — monitorar)","dados apex+www somados"
"https://www.alefotografo.com.br/blog/10-dicas-para-ter-um-ambiente-agradavel-para-o-seu-evento-fotografia-de-evento","https://www.alefotografo.com.br/blog/10-dicas-para-ter-um-ambiente-agradavel-para-o-seu-evento-fotografia-de-evento","14","1396","1%","6.48","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/blog/blazer-inspiracao-e-tendencia","https://www.alefotografo.com.br/blog/blazer-inspiracao-e-tendencia","12","4477","0.27%","6.69","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/blog/banco-de-imagens-a-importancia-de-desenvolver-um-para-sua-empresa","https://www.alefotografo.com.br/blog/banco-de-imagens-a-importancia-de-desenvolver-um-para-sua-empresa","11","5961","0.18%","7.17","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/blog/clinica-par","https://www.alefotografo.com.br/blog/clinica-par","11","1166","0.94%","6.7","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/blog/comportamento-do-consumidor-como-a-fotografia-pode-ser-usada-para-influenciar-beneficamente","https://www.alefotografo.com.br/blog/comportamento-do-consumidor-como-a-fotografia-pode-ser-usada-para-influenciar-beneficamente","11","988","1.11%","5.23","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/loja/pacote-diamante-20-retratos-profissionais-construcao-de-imagem-profissional","https://www.alefotografo.com.br/loja/pacote-diamante-20-retratos-profissionais-construcao-de-imagem-profissional","11","444","2.48%","13.36","LEGACY","retrato-executivo","P3","INDEX CONVERGENCE (redirect ativo — monitorar)","dados apex+www somados"
"https://www.alefotografo.com.br/blog/adobe-photoshop-deixe-seus-projetos-mais-ageis-usando-os-principais-atalhos-do-teclado","https://www.alefotografo.com.br/blog/adobe-photoshop-deixe-seus-projetos-mais-ageis-usando-os-principais-atalhos-do-teclado","10","3005","0.33%","16.13","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/loja","https://www.alefotografo.com.br/loja","9","1227","0.73%","8","LEGACY","outros","P3","INDEX CONVERGENCE (redirect ativo — monitorar)","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/totem-fotografico-totem-mania","https://www.alefotografo.com.br/fotografo-corporativo/totem-fotografico-totem-mania","9","759","1.19%","9.19","MONEY","totem-foto","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/fotografo-de-arquitetura-e-interiores","https://www.alefotografo.com.br/fotografo-corporativo/fotografo-de-arquitetura-e-interiores","9","381","2.36%","10","MONEY","arquitetura","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/banco-de-imagens-para-empresas","https://www.alefotografo.com.br/fotografo-corporativo/banco-de-imagens-para-empresas","8","1922","0.42%","1","MONEY","banco-de-imagens","P3","P3: monitorar","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/fotografia-industrial-em-sp","https://www.alefotografo.com.br/fotografo-corporativo/fotografia-industrial-em-sp","8","313","2.56%","11.13","MONEY","industria","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/blog/fotografo-dica-como-a-luz-pode-transformar-suas-fotos","https://www.alefotografo.com.br/blog/fotografo-dica-como-a-luz-pode-transformar-suas-fotos","7","3894","0.18%","5.4","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/blog/a-importancia-do-retrato-corporativo-para-influenciadores-digitais-1","https://www.alefotografo.com.br/blog/a-importancia-do-retrato-corporativo-para-influenciadores-digitais-1","7","2089","0.34%","18.58","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/blog/networking-como-criar-uma-boa-rede-de-contatos-profissionais-para-voce-e-sua-empresa","https://www.alefotografo.com.br/blog/networking-como-criar-uma-boa-rede-de-contatos-profissionais-para-voce-e-sua-empresa","6","5435","0.11%","9.8","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/ativa-logistica-unidade-barueri","https://www.alefotografo.com.br/videos-para-empresas/ativa-logistica-unidade-barueri","6","4177","0.14%","4","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/blog/7-dicas-para-maximizar-seu-perfil-no-linkedin","https://www.alefotografo.com.br/blog/7-dicas-para-maximizar-seu-perfil-no-linkedin","6","1032","0.58%","2","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/ensaio-de-retratos-profissionais-ale-fotografo","https://www.alefotografo.com.br/videos-para-empresas/ensaio-de-retratos-profissionais-ale-fotografo","5","3172","0.16%","4","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/blog/linkedin-e-emprego-7-dicas-de-como-usar-essa-rede-social-para-conseguir-um","https://www.alefotografo.com.br/blog/linkedin-e-emprego-7-dicas-de-como-usar-essa-rede-social-para-conseguir-um","5","2194","0.23%","8.25","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/blog/fotografo-da-dica-de-como-a-fotografia-de-comidas-e-bebidas-pode-te-ajudar","https://www.alefotografo.com.br/blog/fotografo-da-dica-de-como-a-fotografia-de-comidas-e-bebidas-pode-te-ajudar","5","1482","0.34%","2.73","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/blog/fotografo-da-dicas-para-fotografar-comida","https://www.alefotografo.com.br/blog/fotografo-da-dicas-para-fotografar-comida","5","907","0.55%","8.13","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/blog/como-criar-conteudo-envolvente-para-suas-redes-sociais-a-partir-do-seu-proprio-banco-de-imagens","https://www.alefotografo.com.br/blog/como-criar-conteudo-envolvente-para-suas-redes-sociais-a-partir-do-seu-proprio-banco-de-imagens","5","521","0.96%","6.44","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/fotografia-de-logistica","https://www.alefotografo.com.br/fotografo-corporativo/fotografia-de-logistica","5","508","0.98%","11.22","MONEY","logistica","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/contato","https://www.alefotografo.com.br/contato","5","316","1.58%","5.42","SUPPORT","outros","P3","MONITOR","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/fotografo-de-drinks-coqueteis","https://www.alefotografo.com.br/fotografo-corporativo/fotografo-de-drinks-coqueteis","5","169","2.96%","4.5","MONEY","fotografo-corporativo","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/ativa-logistica-apresenta-o-seu-centro-de-distribuicao-em-itapevi","https://www.alefotografo.com.br/videos-para-empresas/ativa-logistica-apresenta-o-seu-centro-de-distribuicao-em-itapevi","4","1827","0.22%","8.72","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/blog/dicas-fotografo-saia-do-fundo-branco-agora-1","https://www.alefotografo.com.br/blog/dicas-fotografo-saia-do-fundo-branco-agora-1","4","1661","0.24%","2","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/blog/12-dicas-de-como-planejar-sua-festa-de-confraternizacao-fotografo-de-eventos","https://www.alefotografo.com.br/blog/12-dicas-de-como-planejar-sua-festa-de-confraternizacao-fotografo-de-eventos","4","1646","0.24%","8.63","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/blog/personal-branding-como-estabelecer-sua-marca-pessoal","https://www.alefotografo.com.br/blog/personal-branding-como-estabelecer-sua-marca-pessoal","4","965","0.41%","6","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/blog/fotografo-da-dicas-de-3-formas-de-destacar-seus-eventos","https://www.alefotografo.com.br/blog/fotografo-da-dicas-de-3-formas-de-destacar-seus-eventos","4","938","0.43%","7.39","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/retratos-de-medicos","https://www.alefotografo.com.br/fotografo-corporativo/retratos-de-medicos","4","673","0.59%","2","MONEY","saude","P3","P3: monitorar","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/fotografo-de-retratos-corporativos","https://www.alefotografo.com.br/fotografo-corporativo/fotografo-de-retratos-corporativos","4","608","0.66%","44.77","MONEY","retrato-executivo","P3","P3: monitorar","dados apex+www somados"
"https://www.alefotografo.com.br/blog/fotografo-de-retrato-corporativo","https://www.alefotografo.com.br/blog/fotografo-de-retrato-corporativo","4","432","0.93%","22.9","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/blog/profissional-liberal-conheca-7-dicas-para-superar-os-desafios-na-carreira","https://www.alefotografo.com.br/blog/profissional-liberal-conheca-7-dicas-para-superar-os-desafios-na-carreira","4","419","0.95%","6.54","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/blog/categoria/fotos-de-ambientes","https://www.alefotografo.com.br/blog/categoria/fotos-de-ambientes","4","65","6.15%","10.95","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/blog/5-fatores-que-influenciam-o-seu-perfil-no-linkedin-fotografo-alexandre-machado","https://www.alefotografo.com.br/blog/5-fatores-que-influenciam-o-seu-perfil-no-linkedin-fotografo-alexandre-machado","3","3855","0.08%","4.67","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/blog/contratar-fotografos-pode-deixar-seu-evento-mais-divertido","https://www.alefotografo.com.br/blog/contratar-fotografos-pode-deixar-seu-evento-mais-divertido","3","705","0.43%","12.89","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/blog/instituto-rauen","https://www.alefotografo.com.br/blog/instituto-rauen","3","692","0.43%","6","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/blog/fotografo-explica-porque-sua-empresa-deve-obter-fotos-tiradas-com-drones","https://www.alefotografo.com.br/blog/fotografo-explica-porque-sua-empresa-deve-obter-fotos-tiradas-com-drones","3","530","0.57%","5.63","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/loja/pacote-prata-5-retratos-profissionais-tratamento-profissional-de-imagem","https://www.alefotografo.com.br/loja/pacote-prata-5-retratos-profissionais-tratamento-profissional-de-imagem","3","308","0.97%","18.41","LEGACY","retrato-executivo","P3","INDEX CONVERGENCE (redirect ativo — monitorar)","dados apex+www somados"
"https://www.alefotografo.com.br/blog/categoria/fotografo-de-eventos-corporativos","https://www.alefotografo.com.br/blog/categoria/fotografo-de-eventos-corporativos","3","136","2.21%","11.52","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/blog/mindfulness-saiba-o-que-e-e-como-essa-tecnica-pode-ajudar-voce-em-sua-vida-pessoal-e-profissional","https://www.alefotografo.com.br/blog/mindfulness-saiba-o-que-e-e-como-essa-tecnica-pode-ajudar-voce-em-sua-vida-pessoal-e-profissional","3","110","2.73%","12.37","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/fotos-para-restaurantes","https://www.alefotografo.com.br/fotografo-corporativo/fotos-para-restaurantes","4","74","5.41%","5.75","MONEY","fotografo-corporativo","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/blog/categoria/foto-para-linkedin","https://www.alefotografo.com.br/blog/categoria/foto-para-linkedin","5","683","0.73%","4","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/blog/fotografo-ensina-que-foto-profissional-aparece-14-vezes-mais-do-que-uma-foto-amadora-no-linkedin","https://www.alefotografo.com.br/blog/fotografo-ensina-que-foto-profissional-aparece-14-vezes-mais-do-que-uma-foto-amadora-no-linkedin","2","3036","0.07%","4.6","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/blog/sua-empresa-funciona-sem-voce-aprenda-a-profissionalizar-a-gestao-para-que-ela-continue-a-existir-sem-voce","https://www.alefotografo.com.br/blog/sua-empresa-funciona-sem-voce-aprenda-a-profissionalizar-a-gestao-para-que-ela-continue-a-existir-sem-voce","2","877","0.23%","7.9","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/fotografo-corporativo/fotografia-institucional-em-saopaulo","https://www.alefotografo.com.br/fotografo-corporativo/fotografia-institucional-em-saopaulo","2","815","0.25%","17.5","MONEY","fotografo-corporativo","P2","P2: conteúdo + internal links","dados apex+www somados"
"https://www.alefotografo.com.br/loja/pacote-influencer","https://www.alefotografo.com.br/loja/pacote-influencer","2","320","0.63%","12.49","LEGACY","outros","P3","INDEX CONVERGENCE (redirect ativo — monitorar)","dados apex+www somados"
"https://www.alefotografo.com.br/blog/uso-de-drones-e-eventos-corporativos-tem-feito-toda-a-diferenca","https://www.alefotografo.com.br/blog/uso-de-drones-e-eventos-corporativos-tem-feito-toda-a-diferenca","2","258","0.78%","6.67","BLOG","blog-editorial","P3","INTERNAL LINK para money page do mesmo cluster","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/salomao-concursos-aulao-em-sao-paulo","https://www.alefotografo.com.br/videos-para-empresas/salomao-concursos-aulao-em-sao-paulo","2","198","1.01%","7.61","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
"https://www.alefotografo.com.br/videos-para-empresas/categoria/video-institucional-de-advocacia","https://www.alefotografo.com.br/videos-para-empresas/categoria/video-institucional-de-advocacia","2","69","2.9%","7.7","VIDEO_SERVICE","video-item-LEGADO","P1","P1: fortalecer (CTR/conteúdo/case)","dados apex+www somados"
